<DATE>;<BALANCE>;<EQUITY>;<DEPOSIT LOAD>
2017.06.02 10:58;12146.00;12146.00;0.0000
2017.06.02 11:52;12158.00;12134.00;0.0000
2017.06.02 12:08;12158.00;12168.00;0.0000
2017.06.02 12:15;12158.00;12158.00;0.0000
2017.06.05 10:20;12220.00;12157.00;0.0000
2017.06.05 10:47;12220.00;12220.00;0.0000
2017.06.05 10:47;12220.00;12220.00;0.0000
2017.06.05 11:45;12251.00;12192.00;0.0000
2017.06.05 12:12;12251.00;12264.00;0.0000
2017.06.05 12:15;12251.00;12251.00;0.0000
2017.06.06 09:45;12280.00;12240.00;0.0000
2017.06.06 10:03;12280.00;12280.00;0.0000
2017.06.06 10:03;12280.00;12280.00;0.0000
2017.06.06 11:29;12284.00;12242.00;0.0000
2017.06.06 12:06;12284.00;12293.00;0.0000
2017.06.06 12:15;12284.00;12284.00;0.0000
2017.06.07 11:13;12360.00;12251.00;0.0000
2017.06.07 11:50;12360.00;12361.00;0.0000
2017.06.07 11:50;12360.00;12360.00;0.0000
2017.06.08 11:35;12353.00;12409.00;0.0000
2017.06.08 12:12;12353.00;12343.00;0.0000
2017.06.08 12:15;12353.00;12353.00;0.0000
2017.06.09 09:25;12397.00;12325.00;0.0000
2017.06.09 09:55;12397.00;12398.00;0.0000
2017.06.09 09:55;12397.00;12397.00;0.0000
2017.06.09 10:34;12463.00;12372.00;0.0000
2017.06.09 10:55;12463.00;12464.00;0.0000
2017.06.09 10:55;12463.00;12463.00;0.0000
2017.06.12 09:37;12408.00;12517.00;0.0000
2017.06.12 10:09;12408.00;12418.00;0.0000
2017.06.12 10:10;12408.00;12408.00;0.0000
2017.06.12 10:33;12357.00;12436.00;0.0000
2017.06.12 10:50;12357.00;12362.00;0.0000
2017.06.12 10:51;12357.00;12357.00;0.0000
2017.06.13 10:44;12418.00;12317.00;0.0000
2017.06.13 11:00;12418.00;12419.00;0.0000
2017.06.13 11:00;12418.00;12418.00;0.0000
2017.06.13 11:40;12427.00;12452.00;0.0000
2017.06.13 12:00;12427.00;12389.00;0.0000
2017.06.13 12:15;12427.00;12427.00;0.0000
2017.06.16 10:06;12364.00;12444.00;0.0000
2017.06.16 11:55;12364.00;12367.00;0.0000
2017.06.16 12:09;12364.00;12364.00;0.0000
2017.06.19 10:20;12314.00;12409.00;0.0000
2017.06.19 11:06;12314.00;12317.00;0.0000
2017.06.19 11:08;12314.00;12314.00;0.0000
2017.06.20 11:42;12312.00;12331.00;0.0000
2017.06.20 12:11;12312.00;12295.00;0.0000
2017.06.20 12:15;12312.00;12312.00;0.0000
2017.06.21 10:36;12250.00;12348.00;0.0000
2017.06.21 11:27;12250.00;12261.00;0.0000
2017.06.21 11:30;12250.00;12250.00;0.0000
2017.06.22 10:36;12217.00;12300.00;0.0000
2017.06.22 12:10;12217.00;12207.00;0.0000
2017.06.22 12:15;12217.00;12217.00;0.0000
2017.06.23 10:55;12272.00;12206.00;0.0000
2017.06.23 11:31;12272.00;12272.00;0.0000
2017.06.23 11:31;12272.00;12272.00;0.0000
2017.06.23 11:53;12284.00;12263.00;0.0000
2017.06.23 12:14;12284.00;12287.00;0.0000
2017.06.23 12:15;12284.00;12284.00;0.0000
2017.06.27 11:15;12330.00;12260.00;0.0000
2017.06.27 12:04;12330.00;12352.00;0.0000
2017.06.27 12:09;12330.00;12330.00;0.0000
2017.06.28 10:43;12354.00;12355.00;0.0000
2017.06.28 10:43;12354.00;12354.00;0.0000
2017.06.28 11:40;12378.00;12344.00;0.0000
2017.06.28 12:04;12378.00;12386.00;0.0000
2017.06.28 12:15;12378.00;12378.00;0.0000
2017.06.29 10:12;12468.00;12374.00;0.0000
2017.06.29 10:43;12468.00;12469.00;0.0000
2017.06.29 10:43;12468.00;12468.00;0.0000
2017.06.30 10:14;12462.00;12495.00;0.0000
2017.06.30 10:45;12462.00;12421.00;0.0000
2017.06.30 11:40;12462.00;12462.00;0.0000
2017.07.03 10:44;12494.00;12415.00;0.0000
2017.07.03 12:08;12494.00;12501.00;0.0000
2017.07.03 12:15;12494.00;12494.00;0.0000
2017.07.04 10:07;12535.00;12484.00;0.0000
2017.07.04 11:16;12535.00;12535.00;0.0000
2017.07.04 11:16;12535.00;12535.00;0.0000
2017.07.04 11:52;12517.00;12539.00;0.0000
2017.07.04 12:14;12517.00;12516.00;0.0000
2017.07.04 12:15;12517.00;12517.00;0.0000
2017.07.05 09:10;12535.00;12516.00;0.0000
2017.07.05 09:11;12535.00;12535.00;0.0000
2017.07.05 09:11;12535.00;12535.00;0.0000
2017.07.05 10:23;12553.00;12504.00;0.0000
2017.07.05 10:37;12553.00;12554.00;0.0000
2017.07.05 10:37;12553.00;12553.00;0.0000
2017.07.05 12:00;12579.00;12544.00;0.0000
2017.07.05 12:10;12579.00;12580.00;0.0000
2017.07.05 12:15;12579.00;12579.00;0.0000
2017.07.06 10:31;12528.00;12601.00;0.0000
2017.07.06 11:05;12528.00;12529.00;0.0000
2017.07.06 11:06;12528.00;12528.00;0.0000
2017.07.07 10:30;12608.00;12519.00;0.0000
2017.07.07 11:20;12608.00;12609.00;0.0000
2017.07.07 11:20;12608.00;12608.00;0.0000
2017.07.10 10:12;12558.00;12632.00;0.0000
2017.07.10 10:33;12558.00;12566.00;0.0000
2017.07.10 10:35;12558.00;12558.00;0.0000
2017.07.10 11:22;12508.00;12563.00;0.0000
2017.07.10 11:45;12508.00;12512.00;0.0000
2017.07.10 11:52;12508.00;12508.00;0.0000
2017.07.11 10:20;12529.00;12482.00;0.0000
